"ID"	"X"	"Y"	"L"
3808	8.24	14.85	89.53
3809	4.7	5.05	53.62
3810	6.82	3.49	95.9
3811	12.11	13.62	96.78
3812	1.26	4.08	90.6
3813	18.31	4.52	10.5
3814	4.02	4.9	90.29
3815	18.01	10.34	91
3816	8.92	7.61	81.15
3817	18.68	8.97	18.02
3818	16.68	14.46	90.06
3819	19.04	3.6	90.43
3820	4.99	10.1	10.01
3821	6.49	1.71	42.45
3822	9.94	2.94	5.35
3823	8.51	7.76	81.83
3824	10.96	8.57	31.83
3825	11.19	11.72	69.16
3826	16.59	0.37	10.71
3827	9.26	14.44	33.67
3828	7.47	6.81	17.44
3829	5.39	1.13	54.03
3830	1.11	4.2	90.21
3831	16.11	12	90.21
3832	13.17	7.22	24.76
3833	1.15	10.74	10.32
3834	9.86	13.55	74.72
3835	14.62	1.71	81.64
3836	9.86	8.78	57.09
3837	12.95	5.48	17.52
3838	11.95	6.33	88.43
3839	5.97	7.08	30.4
3840	18.42	13.72	90.53
3841	7.9	14.24	27.48
3842	2.5	5.04	32.74
3843	16.58	0.06	90.3
3844	19.74	8	6.24
3845	5.46	1.04	41.4
3846	16.3	13.27	90.35
3847	13.01	3.34	88.13
3848	4.48	4	90.4
3849	0.62	2.52	90.23
3850	7.47	10.39	6.25
3851	19.28	5.21	62.42
3852	13.38	7.33	89.26
3853	15.52	11.17	90.87
3854	15.66	11.48	90.85
3855	0.87	8.19	12.61
3856	3.39	6.81	24.97
3857	5.85	10.36	1.48
3858	11.32	9.02	44.82
3859	4.01	13.81	10.34
3860	4.84	9.09	64.16
3861	19.73	5.38	36.4
3862	5	8.92	48.27
3863	4.25	13.49	10.47
3864	7.61	2.45	54.22
3865	19.97	3.16	90.18
3866	7.18	14.79	58.05
3867	7.64	8.23	49.3
3868	14.18	13.44	57.8
3869	4.2	1.64	90.73
3870	1.8	12.46	10.95
3871	12.59	2.12	38.39
3872	15.13	5.41	75.32
3873	15.95	10.82	90.78
3874	15.16	6.26	85.02
3875	1	7.2	6.26
3876	5.89	12.59	59.39
3877	9.88	14.79	4.92
3878	14.94	3.34	64.53
3879	8.16	2.83	90.46
3880	2.6	3.31	90.5
3881	17.61	6.21	73.32
3882	1.37	7.84	73.82
3883	9.62	8.02	20.75
3884	9.11	13.19	69.9
3885	6.8	0.68	37.7
3886	9.93	12.57	39.44
3887	14.25	12.18	9.33
3888	16.19	12.34	90.42
3889	16.97	1.06	10.82
3890	7.12	5.64	28.06
3891	13.68	1.42	66.83
3892	6.95	0.13	71.6
3893	4.16	11.49	10.11
3894	17.55	4.15	90.37
3895	10.78	14.26	44.08
3896	8.83	9.31	68.35
3897	3.31	3.96	90.85
3898	10.18	4.04	69.31
3899	3	4.92	90.47
3900	14.04	8.31	28.25
3901	6.65	8.49	82.91
3902	6.21	2.5	28.72
3903	9.79	2.86	48.41
3904	0.14	6.04	71.53
3905	12	9.23	46.11
3906	7	0.97	82.49
3907	8.78	12.03	60.4
3908	10.32	6.2	16.21
3909	4.26	6.99	76.25
3910	9	7.81	81.14
3911	13.71	14.97	61.34
3912	11.69	13.07	95
3913	17.04	3.47	90.72
3914	7.53	3.89	31.86
3915	13.33	12.37	5.12
3916	1.22	5.02	0.12
3917	4.63	3.32	90.97
3918	12.64	0.57	93.46
3919	13.38	10.31	4.57
3920	11.98	9.99	4.49
3921	5.26	1.41	53.93
3922	19.21	9.23	10.61
3923	6.52	12.04	68.73
3924	9.57	6.28	39.62
3925	17.97	13.44	90.77
3926	6.43	0.81	58.09
3927	14.87	14.92	69.54
3928	14.61	13.93	18.64
3929	16.56	12.19	90.93
3930	1.78	13.76	10.97
3931	11.91	4.03	40.13
3932	1.22	12.36	10.94
3933	12.36	8.23	64.72
3934	9.28	8.36	48.96
3935	10.9	14.64	68.46
3936	3.2	12.43	10.53
3937	5.57	5.5	19.45
3938	16.21	6.57	11.11
3939	3.32	3.15	90.62
3940	0.57	5.02	73.75
3941	5.02	9.75	48.49
3942	9.82	6.38	79.72
3943	11.66	11.46	36.33
3944	16.59	11.97	90.57
3945	4.85	10.64	10.93
3946	15.36	1.1	10.34
3947	1.34	12.16	10.89
3948	15.83	14.67	90.98
3949	19.32	7.74	4.41
3950	3.68	11.09	10.46
3951	11.19	10.26	24.31
3952	3.35	13.32	10.96
3953	4.67	14.91	10.33
3954	17.47	5.69	4.06
3955	2.25	4.66	90.33
3956	2.02	7.81	19.79
3957	3.57	0.45	90.13
3958	11.35	7.91	88.15
3959	0.8	0.15	90.62
3960	1.6	8.57	24.31
3961	3.42	12.23	10.94
3962	6.65	0.82	73.41
3963	13.43	10.95	70.46
3964	12.04	3.24	94.06
3965	18.21	1	90.49
3966	19.97	5.96	43.17
3967	2.27	11.81	10.53
3968	16	5.92	70.09
3969	13.64	10.38	63.57
3970	17.37	12.9	90.42
3971	4.62	2.15	90.1
3972	12.78	0.1	39.06
3973	11.75	12.07	39.96
3974	5.67	0.83	11.62
3975	12.71	10.68	83.29
3976	0.37	5.75	95.41
3977	9.89	6.53	3.79
3978	11.84	4.52	16.82
3979	17.89	6.41	86.64
3980	11.19	12.82	44.39
3981	18.72	5.64	64.28
3982	13.95	11.59	24.16
3983	1.24	6.08	79.02
3984	14.64	12.54	20.65
3985	1.25	8.08	35.7
3986	7.13	0.75	24.32
3987	18.26	0.26	10.75
3988	12.07	14.1	1.9
3989	16.64	6.78	31.03
3990	4.78	8.97	71.76
3991	7.33	2.62	15.47
3992	0.14	10.55	10.11
3993	5.36	0.98	11.72
3994	17.86	12.24	90.44
3995	5.62	8.82	54.86
3996	1.43	3.36	90.94
3997	8.56	1.65	85.75
3998	2.74	9.86	7.3
3999	12.2	0.12	16.83
4000	2.98	13.02	10.62
4001	10.34	6.56	46.64
4002	6.41	11.39	56.81
4003	4.42	8.26	29.62
4004	10.05	2.29	4.71
4005	15.89	8.67	53.12
4006	11.88	5.7	68.43
4007	19.87	3.33	10.83
4008	3.66	12.24	10.11
4009	11.44	14.55	71.51
4010	3.8	7.96	12.57
4011	0.07	0.48	90.63
4012	2.18	11.89	10.5
4013	9.09	7.46	10
4014	11.24	7.61	47.34
4015	9.69	0.79	28.39
4016	15.2	14.63	90.52
4017	5.37	0.16	39.4
4018	5.34	3.63	41.33
4019	14.05	13.55	28.16
4020	17.29	10.31	90.03
4021	3.54	7.5	43.77
4022	14.13	13.37	12.62
4023	17.62	11.82	90.29
4024	13.44	11.87	46.78
4025	3.62	5.19	6.21
4026	2.83	11.75	10.18
4027	4.49	3.26	90.94
4028	17.83	5.97	46.02
4029	18.99	5.98	54.01
4030	4.79	8.89	98.7
4031	3.16	4.73	90.38
4032	3.25	3.4	90.15
4033	17.55	5.75	51.49
4034	2.31	7.03	81.44
4035	12.12	11.72	15.96
4036	1.02	3.18	90.37
4037	0.24	8.95	91.99
4038	4.28	13.76	10.5
4039	1.78	7.43	43.46
4040	17.56	0.43	90.24
4041	1.92	12.15	10.18
4042	19.76	11.32	90.27
4043	13.08	13.66	76.33
4044	12.17	2.41	92.27
4045	1.92	7.04	40.64
4046	6.26	11.92	30.93
4047	15.05	2.29	10.22
4048	11.48	4.38	91.4
4049	3.94	6.43	91.59
4050	5.11	12.54	67.23
4051	8.48	7.96	16.57
4052	12.68	10.53	18.35
4053	18.24	1.43	90.05
4054	10.28	4.46	68.04
4055	15.91	1.89	90.27
4056	10.99	11.27	32.76
4057	13.7	8.2	59.53
4058	3.1	3.8	90.68
4059	10.25	0.25	1.26
4060	6.26	11.6	11.25
4061	2.33	12.05	10.02
4062	19.97	8.19	79.69
4063	5.07	4.04	75.26
4064	11.39	12.39	35.47
4065	10.86	5	51.37
4066	6.86	9.66	26.9
4067	16.31	3.51	90.13
4068	10.31	1.85	8.22
4069	4.65	2.01	90.07
4070	14.79	11.07	23.43
4071	0.07	7.79	21.61
4072	8.49	10.19	75.42
4073	12	3.59	70.58
4074	18.66	10.96	90.8
4075	7.63	0.41	90.38
4076	7.25	4.45	67.7
4077	9.88	13.35	90.19
4078	1.51	7.1	22.34
4079	7.13	12.2	93.4
4080	17.18	0.56	90.03
4081	10.46	9.42	41.11
4082	1.04	14.74	10.96
4083	8.09	0.98	95.59
4084	5.46	7.68	10.23
4085	19.47	13.39	90.95
4086	19.01	12.82	90.79
4087	0.45	3.58	91
4088	4.79	4.2	90.7
4089	15.67	13.18	90.06
4090	18.17	11.1	90.31
4091	18.19	8.71	54.87
4092	0.44	14.67	10.24
4093	3.32	13.65	10.08
4094	3.35	3.86	90.86
4095	18.15	13.64	90.94
4096	2.6	7.81	2.23
4097	14.87	13.3	88.24
4098	16.81	13.93	90.29
4099	14.3	7.94	86.76
4100	8.37	6.82	79.58
4101	6.79	5.34	45.15
4102	9.44	11.67	68.27
4103	7.19	12.84	5.1
4104	18.37	8.5	29.25
4105	0.82	13.43	10.89
4106	15.29	12.76	90.72
4107	12.88	8.78	92.63
4108	19.32	9.3	70.88
4109	12.74	5	54.64
4110	16.51	13.87	90.32
4111	6.81	14.61	95.14
4112	16.49	10.69	90.69
4113	6.06	12.14	93.76
4114	8.99	9.91	23.67
4115	3.81	1.46	90.38
4116	16.3	12.79	90.27
4117	3.77	9.38	35.38
4118	1.7	8.23	17.94
4119	19.64	6.54	86.35
4120	9.53	12.72	58.53
4121	16.61	12.54	90.06
4122	12.11	11.95	75.39
4123	7.91	11.98	69.26
4124	13.94	9.26	40.79
4125	16.85	14.37	90.34
4126	10.39	3.46	28.82
4127	19.89	8.02	86.09
4128	2.98	9.14	69.92
4129	12.33	9.41	51.25
4130	14.89	5.82	11.93
4131	6.53	9.92	24
4132	7.43	2.64	85.25
4133	16.28	3.23	90.42
4134	1.93	8.06	62.24
4135	11.29	0.39	9.43
4136	2.4	3.43	90.65
4137	0.41	6.07	56.53
4138	3.4	10.75	10.37
4139	10.96	3.31	81.82
4140	18.68	11.17	90.13
4141	9.67	0.34	29.49
4142	6.93	2.68	62.78
4143	19.75	9.52	68.16
4144	2.29	12.08	10.29
4145	14.78	5.74	9.63
4146	2.88	5.28	19.71
4147	5.31	3.01	89.3
4148	8.48	5.04	78.74
4149	1.21	12.67	10.43
4150	11.78	9.64	90.27
4151	12.72	14.02	28.36
4152	3.11	8.36	85.55
4153	14.3	14.12	23
4154	11.64	4.76	0.1
4155	7.85	8.92	80.28
4156	3.83	13.26	10.55
4157	2.06	1.27	90.02
4158	16.87	12.05	90.05
4159	3.66	9.29	74.99
4160	12.15	1.15	45.48
4161	14.88	11.51	63.34
4162	15.56	13.74	90.82
4163	17.19	6.38	57.15
4164	1.33	11.31	10.57
4165	10.36	2.28	59.37
4166	15.2	2.77	90.38
4167	12.61	13.53	68.69
4168	16.72	9.52	15.56
4169	12.95	14.38	45.33
4170	2.98	5.61	26.82
4171	0.83	6.9	88.65
4172	19.87	10.66	90.19
4173	19.91	13.67	90.45
4174	10.53	8.42	1.97
4175	7.48	1.81	13.2
4176	0.84	14.55	10.45
4177	17.68	4.6	10.04
4178	1.56	14.16	10.04
4179	16.05	12.76	90.97
4180	18.19	12.06	90.02
4181	17.06	4.79	10.42
4182	19.15	6.65	41.57
4183	16.19	11.36	90.79
4184	11.25	14.79	24.79
4185	10.3	10.41	33.24
4186	7.53	14.09	21.08
4187	15.59	0.38	90.51
4188	2.38	14.93	10.78
4189	15.43	12.55	90.95
4190	8.57	3.2	45.35
4191	5.62	5.76	19.3
4192	1.83	14.89	10.44
4193	0.59	3.77	90.02
4194	19.35	14.95	90.86
4195	1.9	13.64	10.65
4196	0.43	11.67	10.56
4197	12.29	4.77	4.63
4198	8.63	5.77	95.27
4199	16.73	4.67	90.86
4200	5.86	7.35	44.14
4201	8.86	10.39	59
4202	16.81	1.22	10.25
4203	8.39	4.06	68.23
4204	3.81	4.17	90.15
4205	14.57	7.54	69.45
4206	7.34	7.51	53
4207	5.78	13.15	55.14
4208	1.52	1.88	90.25
4209	14.31	1.34	86.78
4210	13.25	11.11	76.8
4211	6.52	14.09	42.63
4212	5.26	8.03	8.64
4213	18.82	2.93	10.29
4214	3.36	0.62	90.3
4215	9.75	6.66	3.6
4216	7.28	8.85	94.97
4217	16.13	10.09	90.86
4218	15.7	5.72	87.27
4219	4.66	1.14	90.48
4220	1.03	10.33	10.42
4221	17.46	14.78	90.54
4222	9.17	13.65	10.47
4223	8.1	1.37	90.58
4224	11.76	0.68	3.59
4225	11.05	9.41	73.75
4226	4.52	9.3	97
4227	1.05	0.62	90.75
4228	15.02	14.75	90.25
4229	16.55	15	90.39
4230	8.59	0.43	71.12
4231	16.44	9.21	15.86
4232	2.3	1.08	90.29
4233	14.99	8.04	91.12
4234	4.44	1.44	90.44
4235	4.52	11.53	10.42
4236	19.93	10.71	90.34
4237	2.26	0.45	90.92
4238	15.05	10	90.22
4239	10.42	14.36	86
4240	13.58	8.79	84.08
4241	9.26	6.54	5.07
4242	2.45	12.01	10.98
4243	10.53	11.43	39.73
4244	6.51	4.4	90.49
4245	19.09	11.1	90.37
4246	0.48	7.57	58.17
4247	4.49	0.64	90.51
4248	0.19	5.68	87.29
4249	18.45	0.54	90.89
4250	14.68	14.09	27.31
4251	14.69	5.75	35.98
4252	9.04	14.41	32.73
4253	2.75	7.71	45.93
4254	0.99	8.27	11.02
4255	13.73	7.8	23.75
4256	11.36	13.68	41.2
4257	3.92	10.81	10.78
4258	1.53	4.39	90.67
4259	0.86	11.46	10.41
4260	6.36	11.25	83.36
4261	19.94	13.87	90.44
4262	15.83	0.44	90.24
4263	16.69	6.91	1.9
4264	2.92	14.69	10.89
4265	3.76	10.9	10.2
4266	17.17	1.16	10.77
4267	13.23	4.69	42.51
4268	8.89	12.4	29.99
4269	1.11	8.79	84.05
4270	9.54	4.45	43.03
4271	11.22	5.17	97.29
4272	12.62	12.41	31.52
4273	9.51	12.15	41.66
4274	7.13	13.75	30.01
4275	13.1	0.1	40.28
4276	14.46	14.06	53.55
4277	11.8	13.06	79.06
4278	12.61	13.51	7.51
4279	15.38	12.89	90.97
4280	4.11	14.79	10.81
4281	18.75	4.79	90.61
4282	16.46	11.47	90.18
4283	17.47	4.33	90.12
4284	12.76	4.07	67.94
4285	5.02	9.77	30.5
4286	10	0.48	0.01
4287	4.76	5.4	71.02
4288	1.07	8.35	63.36
4289	0.19	14.4	10.85
4290	1.97	2.26	90.07
4291	7.98	10.66	30.76
4292	18.98	0.15	10.75
4293	6.94	3.56	14.21
4294	19.46	3.14	10.85
4295	6.18	8.83	87.84
4296	13.2	9.89	86.78
4297	1.06	2.44	90.04
4298	12.96	9.52	35.88
4299	6.48	6.53	48.51
4300	17.21	14.7	90.39
4301	15.04	12.83	90.11
4302	7.6	2.7	77.43
4303	15.05	1.47	10.39
4304	7.93	2.95	5.17
4305	14.6	12.75	9.56
4306	3.49	9.81	3.89
4307	4.07	3.07	90.71
4308	17.26	6.64	97.2
4309	7.08	8.88	85.8
4310	15.38	1.48	10.47
4311	12.15	0.74	69.22
4312	4.68	1.12	90.59
4313	6.48	14.94	9.76
4314	1.97	7.83	5.37
4315	19.56	5.23	99.03
4316	8	6.13	69.76
4317	13.98	6.87	4.48
4318	13.88	14.22	92.79
4319	5.65	2.83	52.33
4320	3.36	0.68	90.61
4321	10.33	4.81	66.83
4322	18.98	3.11	90.73
4323	12.88	4.46	71.97
4324	1.6	11.46	10.89
4325	13.59	2.36	60.3
4326	15.91	2.28	10.81
4327	1.41	14.26	10.64
4328	19.79	8	44.64
4329	3.83	4.12	90.36
4330	1.87	12.38	10.49
4331	10.85	0.24	99.09
4332	12.48	3.96	67.76
4333	11.73	10.69	59.47
4334	6.73	13.66	78.54
4335	7.49	2.69	58.56
4336	10.59	4.28	81.52
4337	10.07	1.22	25.61
4338	1.31	3.32	90.02
4339	18.52	14.89	90.7
4340	17.33	12.83	90.35
4341	2.25	8.01	43.04
4342	9.1	6.01	62.94
4343	7.12	12.65	26.68
4344	16.46	0.09	90.55
4345	11.9	2.68	11.61
4346	0.48	10.74	10.53
4347	1.01	2.86	90.11
4348	18.85	12.28	90.03
4349	17.21	14.43	90.86
4350	4.87	8.45	18.48
4351	18.03	10.76	90.05
4352	0.15	10.34	10.61
4353	6.86	7.47	66.59
4354	6.04	12.33	81.51
4355	12.87	2.08	58.66
4356	14.03	13.49	13.02
4357	12.43	12.76	60.59
4358	4.53	9.5	84.58
4359	5.17	12.3	48.09
4360	2.38	13.22	10.23
4361	12.3	1.73	82.78
4362	15.87	5.97	35.78
4363	9.67	6.82	13.67
4364	5.71	5.37	43.61
4365	7.87	7.31	71.49
4366	7	0.94	23.45
4367	2.7	7.05	78.02
4368	13.66	1.21	87.63
4369	8.2	6.23	22
4370	18.92	0.39	10.79
4371	10.69	14.03	79.04
4372	4.14	14.74	10.11
4373	15.34	5.49	73.18
4374	13.48	3.13	24.1
4375	12.81	11.65	15.27
4376	12.84	7.26	85.88
4377	1.81	8.95	39.24
4378	9.34	4.35	11.31
4379	3.94	14.7	10.72
4380	6.43	8.02	25.95
4381	2.47	10.43	10.31
4382	11.89	12.62	60.48
4383	13.46	0.04	89.5
4384	9.63	3.05	39.21
4385	8.11	14.99	96.01
4386	9.57	9.05	50.21
4387	15.38	14.4	90.99
4388	10.88	5.42	83.75
4389	2.61	6.35	10.46
4390	10.11	2.24	80.04
4391	10.25	13.92	94.73
4392	0.26	5.42	93.37
4393	10.75	11.55	16.16
4394	16.32	4.79	10.12
4395	2.12	8.57	99.07
4396	2.37	14.13	10.07
4397	17.08	8.49	30.46
4398	15.45	12.24	90
4399	6.46	9.43	68.72
4400	7.37	9.22	96.65
4401	8.72	0.38	72.96
4402	7.33	11.32	68.85
4403	3.84	2.27	90.69
4404	19.17	8.45	32.03
4405	6.16	0.49	2.41
4406	14.12	12.67	8.82
4407	14.94	2.93	30.9
4408	0.27	2.56	90.91
4409	16.68	14.92	90.75
4410	1.59	12.06	10.26
4411	12.67	9.2	51.17
4412	16.02	6.49	5.23
4413	10.66	12.52	6.14
4414	11.66	12.7	50.01
4415	4.48	7.55	7.14
4416	17.34	7.37	20.21
4417	6.9	10.87	10.4
4418	14.36	0.47	86.25
4419	10.43	10.44	72.86
4420	4.36	12.38	10.56
4421	1.97	6.58	66.78
4422	19.67	13.39	90.89
4423	14.48	8.33	35.27
4424	1.11	12.42	10.6
4425	1.05	12.18	10.02
4426	16.27	12.85	90.73
4427	18.35	8.99	7.45
4428	6.07	5.25	38.42
4429	0.73	4.44	90.32
4430	12.95	13.92	78.52
4431	14.02	2.24	36.85
4432	16.17	13.3	90.94
4433	18.62	12.38	90.45
4434	4.68	10.33	10.4
4435	10.53	8.22	65.94
4436	4.68	8.13	22.9
4437	19.14	12.25	90.57
4438	14.97	2.29	48.94
4439	0.61	10.75	10.04
4440	10.57	13.27	38.61
4441	4.74	6.58	48.68
4442	16.9	1.16	90.7
4443	4.7	8.92	17.95
4444	7.07	7.77	66.11
4445	17.97	14.87	90.98
4446	5.63	12.58	66.74
4447	14.06	13.02	57.36
4448	0.76	9.98	70
4449	13.86	13.91	73.58
4450	0.22	5.63	0.8
4451	15.68	11.73	90.36
4452	8.71	3.13	13.14
4453	10.41	7.06	48.45
4454	14.23	2.46	29.79
4455	18.77	6.33	94.77
4456	3.65	12.36	10.29
4457	18.53	9.51	31.2
4458	7.31	11.81	46.9
4459	14.54	4.8	49.38
4460	18.24	8.79	41.53
4461	14.93	4.96	47.04
4462	9.95	10.74	46.65
4463	14.02	13.63	7.82
4464	13.83	3.91	67.82
4465	12.11	0.97	69.77
4466	15.5	7.96	31.31
4467	2.15	12.36	10.67
4468	1.04	3.58	90.96
4469	5.74	12.43	70.8
4470	5.27	12	20.8
4471	5.47	4.08	82.19
4472	19.08	3.26	90.32
4473	8.24	13.11	50.53
4474	15.53	11.03	90.3
4475	13.96	1.89	38.4
4476	17.53	5.69	70.75
4477	10.89	13.11	93.28
4478	11.51	14.81	11.65
4479	16.02	3.92	10.25
4480	6.67	10.49	45.66
4481	18.67	8.23	46.15
4482	19.41	6.26	24.62
4483	4.19	13.86	10.37
4484	1.73	7.1	20.81
4485	2.15	0.51	90.16
4486	0.45	12.56	10.01
4487	4.88	5.65	10.28
4488	13.13	14.09	39.51
4489	14.31	0.65	90.77
4490	10.59	11.63	5.39
4491	0.97	1.03	90.92
4492	18.8	13.51	90.57
4493	12.23	7.74	66.32
4494	13.77	11.96	99.79
4495	4.88	12.5	10.57
4496	19.62	13.96	90.32
4497	16.03	4.17	10
4498	17.99	0.49	10.23
4499	7.77	0.66	55.34
4500	7.3	5.87	71.12
4501	14.5	5.45	17.02
4502	1.63	12.52	10.53
4503	6.91	10.84	62.97
4504	11.93	14.78	72.77
4505	4.33	0.02	90.75
4506	11.77	4.32	10.34
4507	14.69	11.24	7.03
4508	4.69	2.79	90.14
4509	3.53	0.27	90.58
4510	7	1.34	52.75
4511	4.93	11.39	10.41
4512	4.73	5.44	90.42
4513	13.06	10.6	14.56
4514	16.68	4.73	90.76
4515	19.37	12.9	90.47
4516	3.86	14.82	10
4517	8.57	0.68	50.72
4518	13.63	5.01	41.64
4519	2.42	3.01	90.58
4520	6.58	6.88	48.89
4521	16.99	5.97	22.07
4522	3.53	4.49	90.18
4523	6.41	9.28	2.23
4524	7.71	10.44	96.46
4525	3.35	10.06	10.89
4526	10.8	6.46	77.36
4527	5.01	10.37	84
4528	7.63	8.36	54.99
4529	8.61	4.4	10.25
4530	6.22	3.92	39.57
4531	5.8	5.96	82.87
4532	0.18	4.7	90.39
4533	17.74	9.34	7.28
4534	14.59	4.3	4.99
4535	3.86	8.72	92.67
4536	3.74	9.75	57.78
4537	11.28	14.84	39.53
4538	5.27	14.58	30.91
4539	7.38	3.2	66.68
4540	16.99	11.96	90.91
4541	9.07	9.85	56.14
4542	19.12	13.09	90.96
4543	2.8	4.68	90.96
4544	17.95	2.45	10.58
4545	11.13	14.65	70.48
4546	6.79	0.72	34.18
4547	15.94	9.27	87.95
4548	18.78	7.65	67.19
4549	18.43	5.45	8.54
4550	0.37	11.25	10.38
4551	13.7	4.51	1.94
4552	7.46	4.32	89.58
4553	10.76	11.65	50.68
4554	4.84	1.35	90.39
4555	17.9	10.16	90.19
4556	6.21	12.64	84.02
4557	7.12	1.96	47.94
4558	0.98	10.53	10.62
4559	11.94	4.19	20.52
4560	14.55	12.14	82.7
4561	0.62	0.52	90.06
4562	14.06	11.89	36.01
4563	19.84	7.13	3.67
4564	16.14	14.18	90.46
4565	9.46	13.4	31.59
4566	15.11	14.01	90.64
4567	4.55	12.79	10.88
4568	0.89	9.29	92.18
4569	19.1	13.14	90.63
4570	10.72	6.09	99.68
4571	7.75	0.85	29.56
4572	17.14	1.44	10.87
4573	18.86	12.67	90.75
4574	15.07	4.38	10.55
4575	3.66	14.64	10.28
4576	2.39	4.78	90.13
4577	7.44	3.53	82.82
4578	0.29	14.19	10.6
4579	13.55	5.36	4.19
4580	7.48	6.95	47.81
4581	14.23	6.28	22.43
4582	0.32	10.88	10.43
4583	17.26	2.48	11
4584	16.5	7.68	37.68
4585	13.8	2.72	8.29
4586	16.41	1.1	10.9
4587	6.63	12.51	61.84
4588	1.28	6.25	15.82
4589	7.15	2.27	41.27
4590	6.68	7.31	71.65
4591	1.24	14.05	10.54
4592	0.23	4.96	90.68
4593	13.33	12.05	94.7
4594	13.96	1.75	95.14
4595	14.43	1.97	88.02
4596	16.75	5.21	67.63
4597	13.41	9.2	64.15
4598	15.12	1.03	90.43
4599	6.45	9.12	68.01
4600	8.58	3.84	95.35
4601	10.18	11.28	91.79
4602	3.27	9.32	18.8
4603	16.82	5.49	94.72
4604	17.93	7.22	65.06
4605	19.26	7.87	2.98
4606	4.48	13.03	10.52
4607	10.05	14.84	75.5
4608	4.76	14.56	10.67
4609	13.3	13.46	23.67
4610	17.4	8.35	32.97
4611	13.8	7.54	33.77
4612	16.05	1.36	90.37
4613	16.93	13.99	90.77
4614	13.45	10.18	76.41
4615	17.29	1.83	10.49
4616	4.96	0.67	90.7
4617	9.33	8.37	68.22
4618	1.6	9.61	65.33
4619	15.84	4.58	10.86
4620	8.24	7.04	6.92
4621	12.32	11.47	89.04
4622	17.61	11.66	90.52
4623	1.3	6.08	81.25
4624	3.87	4.62	90.58
4625	1.8	14.45	10.85
4626	7.2	9.81	59.6
4627	10	8.99	59.65
4628	16.07	2.97	10.92
4629	3.57	0.65	90.48
4630	3.82	12.85	10.36
4631	12.11	2.05	79.43
4632	17.61	4.06	90.08
4633	13.63	3.2	53.2
4634	8.88	8.4	64.82
4635	14.68	4.19	50.26
4636	6.98	4.26	62.95
4637	9.74	7.73	22.08
4638	15.46	0.58	90.46
4639	8.07	14.38	36.36
4640	18.56	5.54	9.58
4641	5.38	5.41	52.56
4642	9.94	4.8	54.52
4643	16.3	3.47	10.19
4644	9.48	14.97	75.83
4645	10.85	3.17	62.75
4646	15.59	2.56	10.31
4647	6.26	0.2	60.61
4648	18.33	14.6	90.2
4649	16.46	2.24	90.69
4650	17.46	12.35	90.7
4651	6.8	4.05	38.6
4652	18.37	14.64	90.82
4653	14.61	3.8	2.62
4654	16.08	14.31	90
4655	11.04	10.21	18.52
4656	4.5	12.32	10.45
4657	7.86	11.78	85.91
4658	12.37	0.21	52.28
4659	14.15	8.68	65.88
4660	13.35	9.62	44.7
4661	4.34	4.85	90.95
4662	19.31	2.05	90.67
4663	17.58	11.02	90.9
4664	7.71	8.44	36.07
4665	7.77	5.74	96.14
4666	12.68	11.07	69.05
4667	1.25	7.66	22.04
4668	16.18	4.3	90.7
4669	0.53	1.93	90.53
4670	9.7	13.94	42.34
4671	4.78	13.2	10.09
4672	6.41	4.56	34.01
4673	6.2	3.64	41.45
4674	2.6	3.73	90.2
4675	3.48	0.96	90.66
4676	12.55	10.08	86.37
4677	18.72	10.73	90.5
4678	8.41	12.06	13.64
4679	4.09	11.54	10.73
4680	15.04	13.26	90.33
4681	0.93	10.58	10.61
4682	5.14	9.76	14.22
4683	13.43	10.85	95.75
4684	0.3	14.32	10.58
4685	10.67	3.61	58.05
4686	16.43	9.05	35.95
4687	2.97	13.9	10.2
4688	18.54	4.35	10.12
4689	0.39	13.04	10.12
4690	8.53	14.65	28.3
4691	19.99	10.54	90.25
4692	19.59	14.16	90.62
4693	12.09	8.48	24.37
4694	5.52	5.27	10.68
4695	2.27	12.66	10.27
4696	12.58	4.08	78.62
4697	1.97	5.31	32.48
4698	7.25	7.5	35.71
4699	11.54	2.24	59.34
4700	2.73	1.39	90.95
4701	15.5	5.45	66.21
4702	6.93	14.17	80.38
4703	17.48	2.46	10.43
4704	10.28	14.86	55.83
4705	4.97	13.41	10
4706	2.69	3.81	90.31
4707	2.75	9.14	94.52
4708	16.78	14	90.2
4709	19.65	4.9	90.11
4710	9.43	12.96	65.08
4711	10.67	11.53	20.6
4712	16.01	10.75	90.51
4713	3.66	10.22	10.27
4714	2.9	4.63	90.92
4715	9.25	10.32	36.78
4716	12.74	2.05	59.21
4717	19.23	8.88	70.84
4718	5.97	6.29	16.03
4719	11.86	1.51	10.68
4720	8.39	4.66	82.56
4721	8.8	3.18	3.46
4722	7.21	4.02	47.73
4723	14.88	0.41	16.59
4724	15.9	14.6	90.38
4725	12.25	8.81	4.37
4726	5.04	1.53	74.28
4727	3.56	13.04	10.85
4728	0.98	8.16	77.6
4729	5.32	0.81	99.55
4730	5.26	4.87	69.17
4731	18.57	3.92	10.43
4732	2.66	12.15	10.93
4733	2.44	8.72	96.52
4734	1.62	10.12	10.49
4735	15.62	1.77	10.08
4736	17.59	0.7	90.35
4737	8.34	13.2	47.01
4738	12.19	13.78	80.67
4739	10.51	8.35	99.37
4740	15.46	0.21	90.16
4741	2.54	9.62	56.12
4742	0.68	7.31	38.92
4743	19.97	3.17	90.77
4744	5.34	7.53	37.86
